"PrimarySmtpAddress","Count"
"fulyaacibademekipliderleri@acibadem.com","17"
"fulyabancihastagrubu@acibadem.com","122"
"fulyadestekhizmetleri@acibadem.com","89"
"fulyahastahizmetleri@acibadem.com","13"
"fulyainfo@acibadem.com","440"
"fulyamisafirhekim@acibadem.com","66"
"fulyatanfiyatverme@acibadem.com","195"
"fulyatanhastaborc@acibadem.com","81"
"gammaknife@acibadem.com","534"
"gammaknifetalepformu@acibadem.com","86"
"gastromaslak@acibadem.com","2"
"gemdoklist@acibadem.com","17"
"gemhashizlist@acibadem.com","26"
"gemhemhizlist@acibadem.com","1"
"gemhhm@acibadem.com","11"
"Gemhhmlist@acibadem.com","72"
"gemhhmsorumlular@acibadem.com","6"
"gemhhmyonetim@acibadem.com","970"
"gemlik.info@acibadem.com","173"
"gemlikhemsirehizmetlerilistesi@acibadem.com","1"
"gemperlis@acibadem.com","12"
"gemsotlistesi@acibadem.com","85"
"genetik@acibadem.com","427"
"genetikcheckup@acibadem.com","1"
"genetikgrup@acibadem.com","89"
"genetikmusteri@acibadem.com","2"
"genetikmusterihizmetleri@acibadem.com","5848"
"genetikoperasyon@acibadem.com","4"
"georgia@acibadem.com","12"
"gideryonetimi@acibadem.com","2705"
"gkyeni@acibadem.com","190"
"gmbt@acibadem.com","28"
"gmhemlist@acibadem.com","2"
"gmperlist@acibadem.com","23"
"gmulasim@acibadem.com","6147"
"gokbashekimlik@acibadem.com","187"
"gokdoklist@acibadem.com","36"
"gokhastahizlist@acibadem.com","27"
"gokhastahizmetleri@acibadem.com","29"
"gokhemhizlist@acibadem.com","1"
"gokhhmekiplideri@acibadem.com","198"
"gokhhmyonetim@acibadem.com","622"
"gokperlist@acibadem.com","28"
"goksotlistesi@acibadem.com","85"
"gokturkinfo@acibadem.com","339"
"gokubs@acibadem.com","19"
"gsm@acibadem.com","1111"
"gunluksotlistesi@acibadem.com","86"
"guvenlik@acibadem.com","2"
"haberlesme@acibadem.com","64"
"hasta.iliskileri@acibadem.com","44"
"hastabakimstandartlarikomitesi@acibadem.com","1"
"hastahizmetleribilisimdanismanlari@acibadem.com","6"
"hastahizmetleripersoneltakip@acibadem.com","3"
"hastailiskilerikomitesi@acibadem.com","84"
"hastailiskilerikoordinatorlugu@acibadem.com","1843"
"hastanedestektalebi@acibadem.com","195"
"hastaprovizyon@acibadem.com","272"
"hastavecalisanguvenligi@acibademmobil.com.tr","23"
"hdhemhizmudurleri@acibadem.com","299"
"healthpoint@acibadem.com","26"
"healthpointceviri@acibadem.com","2043"
"healthpointcrm@acibadem.com","1"
"hemarkomisyon@acibadem.com","8"
"hemfikiratolyesi@acibadem.com","4"
"hhmisealim@acibadem.com","34"
"hi@acibadem.com","3190"
"hlalab@acibademlabmed.com.tr","1"
"hp@acibadem.com","3973"
"huecreseltedavi@acibadem.com","27"
"hukuk.komite@acibadem.com","33"
"ibd@asg.com.tr","1"
"ic.denetim@acibadem.com","43"
"icdenetim@acibadem.com","1"
"icdenetimkoordinatorlugu@acibadem.com","46"
"idarikadrolarisealim@acibadem.com","237"
"ideaacibademgrup@acibadem.com","56"
"ideabilisim@acibadem.com","686"
"idealabmedgrup@acibademlabmed.com.tr","69"
"ideamobilgrup@acibademmobil.com.tr","54"
"ihale@acibadem.com","565"
"ik@acibadem.com","1006"
"ikadana@acibadem.com","183"
"ikankara@acibadem.com","209"
"ikatakent@acibadem.com","920"
"ikbakirkoy@acibadem.com","316"
"ikbodrum@acibadem.com","244"
"ikbursa@acibadem.com","1079"
"ikcikisgorusmeform@acibadem.com","28"
"ikegitim@acibadem.com","279"
"ikeskisehir@acibadem.com","147"
"ikfulya@acibadem.com","271"
"ikgenelmudurluk@acibadem.com","588"
"ikgmcalisanlari@acibadem.com","1"
"ikinternational@acibadem.com","298"
"ikisealim@acibadem.com","183"
"ikisgelistirmeveprojeyonetimi@acibadem.com","85"
"ikkadikoy@acibadem.com","464"
"ikkayseri@acibadem.com","186"
"ikkocaeli@acibadem.com","184"
"ikkozyatagi@acibadem.com","255"
"iklaboratuvar@acibadem.com","768"
"ikmaslak@acibadem.com","1984"
"ikmudurler@acibadem.com","44"
"iksistemveucretyonetimi@acibadem.com","3073"
"iktaksim@acibadem.com","177"
"incirlik@acibadem.com","174"
"info.cluj@acibadem.com","80"
"info.ct@acibadem.com","30"
"info.md@acibadem.com","11"
"info.ro@acibadem.com","91"
"info@acibadem.com","652"
"info@acibademlabcell.com.tr","231"
"info@acibademlabmed.com.tr","645"
"info@acibademmobil.com.tr","75"
"info@acibademsports.com","163"
"info@clinlab.com.tr","23"
"info@internationalhospital.com.tr","1806"
"info@keremaydinlar.com","157"
"info@npglab.com","720"
"info@pembeizler.com","7"
"innovation@acibademtechnology.com","45"
"insankaynaklari@acibadem.com","17"
"intameliyatlistesi@internationalhospital.com.tr","86"
"intaplusyiyecekicecek@internationalhospital.com.tr","23"
"intaskom@acibadem.com","112"
"intastorearizabildirim@acibadem.com","1"
"intayaktanfiyatverme@acibadem.com","184"
"intbakimdestekper@acibadem.com","2"
"intbashekimlik@acibadem.com","2194"
"intbiyomedikal@acibadem.com","726"
"intbt@acibadem.com","1485"
"intdoktlist@acibadem.com","101"
"intekipliderleri@acibadem.com","117"
"international@acibadem.com","4131"
"internationaldestekhizmetleri@internationalhospital.com","9"
"internationalinfo@acibadem.com","530"
"intgecehizmetleri@internationalhospital.com.tr","91"
"intgeceisletmemud@acibadem.com","20"
"intgeceraporu@acibadem.com","69"
"inthastahizmetleri@internationalhospital.com.tr","121"
"inthdameliyathanehem@acibadem.com","10"
"inthdekiplideri@acibadem.com","121"
"inthemsirelikacil@acibadem.com","1"
"inthemslist@acibadem.com","15"
"inthhmacil@internationalhospital.com.tr","41"
"inthhmekipliderleri@internationalhospital.com.tr","739"
"inthhmhastacikis@internationalhospital.com.tr","279"
"inthhmhastadanismani@internationalhospital.com.tr","108"
"inthhmhastakabul@internationalhospital.com.tr","199"
"inthhmsorumlular@acibadem.com","1557"
"inthhmyatanhastadanismanlari@internationalhospital.com.tr","329"
"inthhmyonetim@acibadem.com","5222"
"inthhzlistesi@acibadem.com","40"
"inthosteknisyen@acibademlabmed.com.tr","102"
"intivffiyatverme@acibadem.com","10"
"intkadinhastaliklari@internationalhospital.com.tr","2"
"intklinikegitimhemsgr@internationalhospital.com.tr","73"
"intldanadepo@internationalhospital.com.tr","4256"
"intmedikalmuhasebe@internationalhospital.com.tr","450"
"intnobetciisletme@acibadem.com","777"
"intolaybildirim@acibadem.com","138"
"intops@acibadem.com","803"
"intozelhasta@acibadem.com","37"
"intperslist@acibadem.com","32"
"intpolhem@internationalhospital.com.tr","78"
"intsantral@acibadem.com","3"
"intsantralmail@internationalhospital.com.tr","2955"
"intsorumluhemsireler@internationalhospital.com.tr","9188"
"inttabhastgrub@acibadem.com","2500"
"inttdkadindogum@internationalhospital.com.tr","1"
"intteknik@internationalhospital.com.tr","27"
"inttemizlik@acibadem.com","76"
"intubs@acibadem.com","45"
"intuhm@acibadem.com","1393"
"intulasim@acibadem.com","1563"
"intyabancihastagrubu@internationalhospital.com.tr","91"
"intyabancihastaulasim@acibadem.com","91"
"intyatanfiyatverme@acibadem.com","96"
"intyatanhastaborc@acibadem.com","84"
"intyoneticiler2@acibadem.com","106"
"ipmadabiyomedikal@acibadem.com","92"
"ipmankbiyomedikal@acibadem.com","8"
"ipmbakbiyomedikal@acibadem.com","68"
"ipmburbiyomedikal@acibadem.com","61"
"ipmintbiyomedikal@acibadem.com","19"
"ipmkocbiyomedikal@acibadem.com","14"
"ipmkozbiyomedikal@acibadem.com","92"
"ipmmasbiyomedikal@acibadem.com","289"
"iraq@acibadem.com","3369"
"isbasvuru@acibadem.com","64"
"isgelistirmedirektorlugu@acibadem.com","11"
"isgelistirmeveprojeekibi@acibadem.com","214"
"isgelistirmeyonetim@acibadem.com","5"
"istanbuluzmangrup@acibademlabmed.com.tr","31"
"istek@alife.com.tr","1"
"istirakler.maliisler@acibadem.com","23"
"istiraklerbs@acibadem.com","6"
"ivf@acibadem.com","12"
"jirapatoloji@acibadem.com","1237"
"kadikoycheckup@acibadem.com","5"
"kadikoyinfo@acibadem.com","483"
"kadikoymisafirhekim@acibadem.com","32"
"kadikoyprovizyon@acibadem.com","9"
"kadikoytakiptekihizmetler@acibadem.com","286"
"kadikoytinax@acibadem.com","10"
"kanbilisim@acibadem.com","6"
"kariyer@acibademmobil.com.tr","57"
"kayacilhekimleri@acibadem.com","1"
"kayacilservis@acibadem.com","17"
"kayameliyatlistesi@acibadem.com","86"
"kayayaktanfiyatverme@acibadem.com","443"
"kaybashekimlik@acibadem.com","12"
"kaybashekimlk@acibadem.com","6"
"kaybiyomedikal@acibadem.com","427"
"kaybt@acibadem.com","1386"
"kaybutce@acibadem.com","5"
"kaydestekhizmetleri@acibadem.com","3"
"Kaydoklist@acibadem.com","30"
"Kaydoklist@acibadem.com.tr","38"
"kayeczane@acibadem.com","4537"
"kayfaturakontrol@acibadem.com","516"
"kayguvenlik@acibadem.com","341"
"kayhd2.kat@acibadem.com","5"
"kayhd3.kat@acibadem.com","1"
"kayhd3.katablok@acibadem.com","2"
"kayhdameliyathanehem@acibadem.com","1"
"kayhdekipliderleri@acibadem.com","189"
"kayhdgenyoghem@acibadem.com","1"
"kayhdgybu@acibadem.com","104"
"kayhdkemoterapi@acibadem.com","9"
"kayhdkkvcyb@acibadem.com","8"
"kayhdklinikegitim@acibadem.com","8"
"kayhdkvc@acibadem.com","2"
"kayhdmsu@acibadem.com","1"
"kayhdsorumluhemsireler@acibadem.com","331"
"kayhdyenidoganhem@acibadem.com","1"
"KayHemlist@acibadem.com","1"
"KayHemlist@acibadem.com.tr","2"
"kayhhmekipliderleri@acibadem.com","1548"
"kayhhmhastadanismanlari@acibadem.com","4847"
"kayhhmhastakabul@acibadem.com","680"
"kayhhmhastayatiscikis@acibadem.com","2600"
"Kayhhmlist@acibadem.com","27"
"Kayhhmlist@acibadem.com.tr","29"
"kayhhmsantral@acibadem.com","162"
"kayhhmsorumlular@acibadem.com","53"
"kayhhmyonetim@acibadem.com","4672"
"kaykatvetemizlikhizmetleri@acibadem.com","8"
"kaykehaday@acibadem.com","63"
"kaykonsinye@acibadem.com","171"
"kayldanadepo@acibadem.com","8320"
"kaymuhasebe@acibadem.com","543"
"kaynobetciisletme@acibadem.com","213"
"kayolaybildirim@acibadem.com","245"
"kayops@acibadem.com","332"
"kayozelsagliksigorta@acibadem.com","42"
"Kayperlist@acibadem.com","13"
"Kayperlist@acibadem.com.tr","11"
"kaypolhem@acibadem.com","7"
"kaysantral@acibadem.com","2246"
"kayseridestekhizmetleri@acibadem.com","9"
"kayseriinfo@acibadem.com","290"
"KayseriTinax@acibadem.com","15"
"kaysgk@acibadem.com","498"
"kaysupervizor@acibadem.com","375"
"kayteknikservis@acibadem.com","7"
"kaytumorkonseyi@acibadem.com","58"
"kayubs@acibadem.com","164"
"kayulasim@acibadem.com","1016"
"kayyabancihasta@acibadem.com","9"
"kayyatanfiyatverme@acibadem.com","613"
"kayyatanhastaborc@acibadem.com","81"
"kazakihstan@acibadem.com","1164"
"kcldoklist@acibadem.com","19"
"kcldoklist@acibadem.com.tr","22"
"kclHemlist@acibadem.com","1"
"kclHemlist@acibadem.com.tr","3"
"kclhhmlist@acibadem.com","27"
"kclhhmlist@acibadem.com.tr","30"
"kclldanadepo@acibadem.com","2000"
"kclperlist@acibadem.com","13"
"kclperlist@acibadem.com.tr","11"
"KDAF@acibadem.com","3944"
"kdkastorearizabildirim@acibadem.com","1"
"kdkdestekhizmetleri@acibadem.com","54"
"kdkdogumhane@acibadem.com","7"
"Kdkdoklist@acibadem.com","83"
"KdkHemlist@acibadem.com","1"
"Kdkhhmlist@acibadem.com","27"
"Kdkperlist@acibadem.com","25"
"kemoterapibanko@acibadem.com","658"
"keremaydinlarvakfi@acibadem.com","3"
"ketoplanlayicim@acibademmobil.com.tr","5"
"kirghizstan@acibadem.com","1463"
"kkb@acibadem.com","368"
"klinikkalite@acibadem.com","235"
"kocaelidestekhizmetleri@acibadem.com","10"
"kocaeliinfo@acibadem.com","244"
"KocaeliTinax@acibadem.com","14"
"kocaeliyonetim@acibadem.com","220"
"kocameliyathems@acibadem.com","12"
"kocameliyatlistesi@acibadem.com","83"
"kocanesteziteknikerleri@acibadem.com","8"
"kocanjio@acibadem.com","20"
"kocayaktanfiyatverme@acibadem.com","135"
"kocbashekimlik@acibadem.com","18"
"kocbiyomedikal@acibadem.com","284"
"kocbt@acibadem.com","1523"
"koceczane@acibadem.com","11184"
"kocfaturakontrol@acibadem.com","359"
"kocgyp@acibadem.com","3"
"kochastakabulyetk@acibadem.com","162"
"kochd2kat@acibadem.com","15"
"kochd3kat@acibadem.com","17"
"kochdacilserv@acibadem.com","5"
"kochdklinikegitim@acibadem.com","14"
"kochdsorhems@acibadem.com","124"
"kochdyenidoganhems@acibadem.com","10"
"kochhm@acibadem.com","46"
"kochhmekipliderleri@acibadem.com","3048"
"kochhmsorumlular@acibadem.com","3"
"kochhmyonetim@acibadem.com","3413"
"kociskur@acibadem.com","5"
"kockompetanlar@acibadem.com","1"
"kockvcybu@acibadem.com","13"
"kockybu2@acibadem.com","1"
"kocmsu@acibadem.com","3"
"kocnobisletmemud@acibadem.com","910"
"kocolaybildirim@acibadem.com","103"
"kocops@acibadem.com","79"
"kocpolhems@acibadem.com","15"
"kocpolkhizmetleri@acibadem.com","84"
"kocprovizyon@acibadem.com","1444"
"kocradyasyonguvenligi@acibadem.com","5"
"kocradyoloji@acibadem.com","5"
"kocsantral@acibadem.com","2711"
"kocsantral2@acibadem.com","150"
"kocsorumlular@acibadem.com","54"
"koctabhastgrub@acibadem.com","2157"
"koctdacil@acibadem.com","2"
"koctemizlik@acibadem.com","27"
"kocubs@acibadem.com","174"
"koculasilamayanhasta@acibadem.com","61"
"koculasim@acibadem.com","1034"
"kocyatanfiyatverme@acibadem.com","88"
"kocyatanhastaborc@acibadem.com","84"
"kocyatanhastahizmetleri@acibadem.com","894"
"koklearimplantekibi@acibadem.com","8"
"Konsinye_Malzeme@acibadem.com","28597"
"konsotlistesi@acibadem.com","86"
"koz6kat@acibadem.com","19"
"kozacilservis@acibadem.com","11"
"kozameliyatlistesi@acibadem.com","80"
"kozarsiv@acibadem.com","30"
"kozastorearizabildirim@acibadem.com","1"
"kozayaktanfiyatverme@acibadem.com","171"
"kozbiyomedikal@acibadem.com","632"
"kozbt@acibadem.com","1487"
"kozcheckup2@acibadem.com","75"
"kozdhameliyathane@acibadem.com","6"
"kozdis@acibadem.com","2"
"Kozdoklist@acibadem.com","44"
"Kozdoklist@acibadem.com.tr","50"
"kozeczane@acibadem.com","20742"
"kozendoskopi2@acibadem.com","3"
"kozfaturakontrol@acibadem.com","1960"
"kozfiyatverme@acibadem.com","2"
"kozftrradyoloji@acibadem.com","16"
"kozguvenlik@acibadem.com","30"
"kozhd4.kat@acibadem.com","9"
"kozhd5kat@acibadem.com","11"
"kozhd7.kat@acibadem.com","11"
"kozhddogumhane@acibadem.com","10"
"kozhdekiplideri@acibadem.com","177"
"kozhdmsu@acibadem.com","2"
"kozhdozelbakimservisi@acibadem.com","1"
"kozhdyenidogan@acibadem.com","2"
"kozhdyogunbakim@acibadem.com","21"
"KozHemlist@acibadem.com","1"
"KozHemlist@acibadem.com.tr","2"
"kozhhmekipliderleri@acibadem.com","1507"
"kozhhmhastadanisman@acibadem.com","4713"
"Kozhhmlist@acibadem.com","27"
"KozhhmlisT@acibadem.com.tr","29"
"kozhhmsorumlu@acibadem.com","195"
"kozhhmyonetim@acibadem.com","4519"
"koziskazasi@acibadem.com","26"
"kozizinbilgilendirme@acibadem.com","1156"
"kozldanadepo@acibadem.com","4089"
"koznobetciisletme@acibadem.com","926"
"kozolaybildirim@acibadem.com","122"
"kozops@acibadem.com","138"
"Kozperlist@acibadem.com","19"
"Kozperlist@acibadem.com.tr","14"
"kozpolhem@acibadem.com","9"
"kozsaha@acibadem.com","4"
"kozsantral@acibadem.com","34"
"koztemizlik@acibadem.com","133"
"kozubs@acibadem.com","87"
"kozuhm@acibadem.com","25"
"kozyabancihasta@acibadem.com","3"
"kozyatagidestekhizmetleri@acibadem.com","75"
"kozyatagiinfo@acibadem.com","314"
"kozyatagimisafirhekim@acibadem.com","43"
"kozyatagiprovizyon@acibadem.com","1"
"kozyatagiradyolojiteknikerleri@acibadem.com","12"
"KozyatagiTinax@acibadem.com","18"
"kozyatanfiyatverme@acibadem.com","82"
"kozyatanhastaborc@acibadem.com","79"
"krmtahsilat@acibademmobil.com.tr","1477"
"KSAITProject@acibadem.com","137"
"ksamchsupport@acibadem.com","137"
"kucukyalibilgiteknolojileri@acibadem.com","603"
"kucukyaliguvenlik@acibadem.com","19"
"kucukyalihaberlesme@acibadem.com","1"
"kucukyaliidariisler@acibadem.com","7"
"kucukyalilojistik@acibademlabmed.com.tr","1808"
"kucukyalisatinalma@acibadem.com","3236"
"kucukyaliteknikhizmetleri@acibadem.com","1"
"kuracbacildurumlar@acibadem.com","5"
"kuracbenfeksiyon@acibadem.com","51"
"kuracbhastaneyurutme@acibadem.com","461"
"kuracbilac@acibadem.com","4"
"kuracbisvecalisansagligi@acibadem.com","6"
"kuracbradyasyonguvenligi@acibadem.com","1"
"kuracbtibbikayit@acibadem.com","3"
"kuracibademsportsyurutme@acibadem.com","19"
"kuradaacildurumlar@acibadem.com","3"
"kuradaakreditasyonyurutme@acibadem.com","22"
"kuradaegitimkurulu@acibadem.com","1"
"kuradaenfeksiyon@acibadem.com","4"
"kuradahastaneyurutme@acibadem.com","271"
"kuradailac@acibadem.com","3"
"kuradaisvecalisansagligi@acibadem.com","14"
"kuradaradyasyonguvenligi@acibadem.com","1"
"kuradatibbikayit@acibadem.com","2"
"kuradatransfuzyon@acibadem.com","2"
"kurankegitimkurulu@acibadem.com","1"
"kurankenfeksiyonkurulu@acibadem.com","4"
"kurankhastaneyurutme@acibadem.com","352"
"kurankilac@acibadem.com","3"
"kurankisvecalisansagligi@acibadem.com","1"
"kurankradyasyonguvenliktakimi@acibadem.com","2"
"kuranktbbikayit@acibadem.com","3"
"kuranktesisguvenligi@acibadem.com","3"
"kuranktranfuzyon@acibadem.com","2"
"kurasgacildurumlar@acibadem.com","1"
"kurasghastaguvenligi@acibadem.com","2"
"kuratahastaneyurutme@acibadem.com","125"
"kurataisvecalisansagligi@acibadem.com","1"
"kuratakegitim@acibadem.com","3"
"kuratakenfeksiyonkontrolkurulu@acibadem.com","9"
"kuratakhastaneyurutme@acibadem.com","230"
"kurataktesisguvenligi@acibadem.com","5"
"kurataktibbikayit@acibadem.com","2"
"kuratatibbikayit@acibadem.com","2"
"kuratmyurutme@acibadem.com","119"
"kuratzacildurumlar@acibadem.com","13"
"kuratzegitimkurulu@acibadem.com","1"
"kuratzenfeksiyon@acibadem.com","5"
"kuratzhastaneyurutme@acibadem.com","542"
"kuratzilac@acibadem.com","1"
"kuratzisvecalisansagligi@acibadem.com","10"
"kuratztibbikayit@acibadem.com","4"
"kuratztransfuzyon@acibadem.com","2"
"kurbagisvecalisansagligi@acibadem.com","1"
"kurbakacildurumlar@acibadem.com","4"
"kurbakegitimkurulu@acibadem.com","2"
"kurbakenfeksiyon@acibadem.com","6"
"kurbakhastaneyurutme@acibadem.com","210"
"kurbakilac@acibadem.com","1"
"kurbakisvecalisansagligi@acibadem.com","5"
"kurbakradyasyonguvenligi@acibadem.com","3"
"kurbaktibbikayit@acibadem.com","2"
"kurbaktransfuzyon@acibadem.com","2"
"kurbeyhastaneyurutme@acibadem.com","119"
"kurbeyisvecalisansagligi@acibadem.com","1"
"kurbodenfeksiyon@acibadem.com","1"
"kurbodhastaneyurutme@acibadem.com","218"
"kurbodilac@acibadem.com","1"
"kurbodisgkaza@acibadem.com","10"
"kurbodtibbikayit@acibadem.com","1"
"kurburacildurumlar@acibadem.com","3"
"kurburenfeksiyon@acibadem.com","2"
"kurburhastaneyurutme@acibadem.com","216"
"kurburtibbikayit@acibadem.com","3"
"kurenfeksiyonasg@acibadem.com","7"
"kureskacildurumlar@acibadem.com","6"
"kureskegitimkurulu@acibadem.com","1"
"kureskenfeksiyon@acibadem.com","5"
"kureskhastaneyurutme@acibadem.com","617"
"kureskilac@acibadem.com","1"
"kureskisvecalisansagligi@acibadem.com","15"
"kureskradyasyonguvenligi@acibadem.com","2"
"kuresktibbikayit@acibadem.com","3"
"kurfulacildurumlar@acibadem.com","6"
"kurfulcalisanhaklariveguvenligi@acibadem.com","5"
"kurfulegitimkurulu@acibadem.com","2"
"kurfulenfeksiyon@acibadem.com","2"
"kurfulhastaneyurutme@acibadem.com","280"
"kurfulilac@acibadem.com","4"
"kurfulisvecalisansagligi@acibadem.com","5"
"kurfultibbikayit@acibadem.com","2"
"kurfultransfuzyon@acibadem.com","1"
"kurgmisvecalisansagligi@acibadem.com","1"
"kurgmyurutme@acibadem.com","119"
"kurhastaneyurutme@acibadem.com","119"
"kurintacildurumlar@internationalhospital.com.tr","3"
"kurintegitimkurulu@acibadem.com","2"
"kurintenfeksiyon@internationalhospital.com.tr","4"
"kurinthastaneyurutme@internationalhospital.com.tr","224"
"kurintilac@internationalhospital.com.tr","2"
"kurintisvecalisansagligi@internationalhospital.com.tr","11"
"kurinttibbikayit@internationalhospital.com.tr","5"
"kurinttransfuzyon@internationalhospital.com.tr","1"
"kurkayacildurumlar@acibadem.com","6"
"kurkayegitimkurulu@acibadem.com","2"
"kurkayenfeksiyon@acibadem.com","3"
"kurkayhastaneyurutme@acibadem.com","323"
"kurkayilac@acibadem.com","1"
"kurkayradyasyonguvenligi@acibadem.com","1"
"kurkaytibbikayit@acibadem.com","3"
"kurkocacildurumlar@acibadem.com","5"
"kurkocegitimkurulu@acibadem.com","2"
"kurkocenfeksiyon@acibadem.com","11"
"kurkochastaneyurutme@acibadem.com","205"
"kurkocilac@acibadem.com","2"
"kurkocisvecalisansagligi@acibadem.com","4"
"kurkoctibbikayit@acibadem.com","3"
"kurkozacildurumlar@acibadem.com","9"
"kurkozegitimkurulu@acibadem.com","1"
"kurkozenfeksiyon@acibadem.com","6"
"kurkozhastaneyurutme@acibadem.com","377"
"kurkozilac@acibadem.com","4"
"kurkozisvecalisansagligi@acibadem.com","3"
"kurkozradyasyonguvenligi@acibadem.com","1"
"kurkoztibbikayit@acibadem.com","2"
"kurkoztransfuzyon@acibadem.com","1"
"kurmasacildurumlar@acibadem.com","4"
"kurmasenfeksiyon@acibadem.com","7"
"kurmashastaneyurutme@acibadem.com","391"
"kurmasilac@acibadem.com","1"
"kurmasisvecalisansagligi@acibadem.com","17"
"kurmasradyasyonguvenligi@acibadem.com","1"
"kurmastibbikayit@acibadem.com","2"
"kurmastransfuzyon@acibadem.com","1"
"kurtksenfeksiyonkurulu@acibadem.com","8"
"kurtkshastaneyurutme@acibadem.com","333"
"kurtksilac@acibadem.com","2"
"kurtksisvecalisansagligi@acibadem.com","29"
"kurtkstesisguvenligi@acibadem.com","10"
"kurtkstibbikayit@acibadem.com","2"
"kurtkstransfuzyon@acibadem.com","4"
"kurzkoyhastaneyurutme@acibadem.com","170"
"kvkk@acibadem.com","5"
"kyperlist@acibadem.com","29"
"laball@acibadem.com","21"
"labaltunizadeteknisyenler@acibadem.com","72"
"labbilgi@acibademlabmed.com.tr","1"
"labbodteknisyenler@acibadem.com","72"
"labcellekip@acibadem.com","263"
"labcellkaliteguvence@acibadem.com","31"
"labfiyatverme@acibadem.com","57"
"labfulyateknisyen@acibadem.com","176"
"labgenmolekulergenetikgrup@acibadem.com","156"
"labgenmolekulersitogenetikgrup@acibadem.com","84"
"labgenpgtgrup@acibadem.com","6"
"labgensitogenetikgrup@acibadem.com","175"
"labhizmetlerifiyatlandirma@acibademlabmed.com.tr","2157"
"labhizmetzkrkoyteknisyenler@acibadem.com","63"
"labhizsozlesmetakipbirimi@acibadem.com","29"
"labmed@acibademlabmed.com.tr","39"
"labmedadateknisyen@acibadem.com","106"
"labmedahbeteknisyengrup@acibadem.com","90"
"labmedahbteknisyen@acibadem.com","79"
"labmedahburteknisyen@acibadem.com","123"
"labmedahkteknisyen@acibadem.com","69"
"labmedahteknisyen@acibadem.com","62"
"labmedankteknisyen@acibadem.com","135"
"labmedapbcteknisyen@acibadem.com","62"
"labmedapeteknisyen@acibadem.com","63"
"labmedapgteknisyen@acibadem.com","63"
"labmedarge@acibademlabmed.com.tr","29"
"labmedatateknisyen@acibadem.com","62"
"labmedatkteknisyen@acibadem.com","918"
"labmedbezmialemteknisyen@acibadem.com","62"
"labmedbhcteknisyen@acibadem.com","238"
"labmedbiyomedikal@acibademlabmed.com.tr","1131"
"labmedbs@acibademlabmed.com.tr","3323"
"LABMEDDosyaPaylasimGrubu@acibadem.com","10"
"labmedeskteknisyen@acibadem.com","204"
"labmedgm@acibadem.com","7"
"labmedisletme@acibademlabmed.com.tr","416"
"labmedkalite@acibademlabmed.com.tr","1924"
"labmedkansorumluteknisyenleri@acibadem.com","388"
"labmedkayteknisyen@acibadem.com","112"
"labmedkocteknisyen@acibadem.com","101"
"labmedmasteknisyen@acibadem.com","114"
"labmedmeranagrup@acibadem.com","19"
"labmedmerekipliderleri@acibadem.com","251"
"labmedmerkezteknisyen@acibadem.com","70"
"labmedmermikrogrup@acibadem.com","89"
"labmedmeruzmangrup@acibadem.com","20"
"labmedperlist@acibadem.com","29"
"labmedpricing@acibademlabmed.com.tr","29"
"labmedsatis@acibademlabmed.com.tr","2283"
"labmedsistemdestek@acibademlabmed.com.tr","50"
"labmedsorumlutek@acibademlabmed.com.tr","224"
"labmedteknik@acibademlabmed.com.tr","41"
"labmedteknisyen@acibadem.com","62"
"labmedtibbikoordinatorler@acibadem.com","10"
"labmedtipservis@acibademlabmed.com.tr","4858"
"labmedulasim@acibademlabmed.com.tr","831"
"labmeduzmangrup@acibadem.com","205"
"labmedyatanhastasonuc@acibademlabmed.com.tr","576"
"labodemetakip@acibadem.com","4309"
"laboratuvarhizmetleriegitim@acibadem.com","878"
"laboratuvarhizmetlerimerkezimmunoloji@acibademlabmed.com.tr","35"
"laboratuvarhizmetlerimerkezlojistikyetkilileri@acibadem.com","3"
"laboratuvarhizmetleritibbiyoneticiler@acibadem.com","41"
"laboratuvarmaliisler@acibadem.com","876"
"labperlist@acibadem.com","20"
"labratuvarhizmetlerimerkezibiyokimyauzman@acibadem.com","2"
"labsikayetdegerlendirmeekibi@acibadem.com","26"
"labsterilizasyon@acibademlabmed.com.tr","11"
"labvital@acibademlabvital.com.tr","154"
"labvitalisletme@acibademlabvital.com.tr","699"
"labvitalnumunekabul@acibademlabvital.com.tr","253"
"labvitalpersonellistesi@acibadem.com","73"
"levant@acibadem.com","7"
"levdoklist@acibadem.com","9"
"levhhmlist@acibadem.com.tr","47"
"levperlist@acibadem.com","10"
"lojbt@acibadem.com","97"
"lotverifikasyon@acibadem.com","66"
"MAGREB@acibadem.com","3991"
"maliisler@acibadem.com","71"
"maliislerkucukyali@acibadem.com","2"
"mas1temizlikgrubu@acibadem.com","107"
"mas2.2kateblok@acibadem.com","2"
"mas2.3.katdblok@acibadem.com","4"
"mas2.4.kateblok@acibadem.com","5"
"mas2hd4katdblok@acibadem.com","3"
"mas2multidisiplinerbakim@acibadem.com","2"
"mas2temizlikgrubu@acibadem.com","69"
"masacilservisyonetim@acibadem.com","1"
"masagent@acibadem.com","84"
"masameliyatlistesi@acibadem.com","83"
"masastorearizabildrim@acibadem.com","11"
"masayaktanekipliderleri@acibadem.com","1161"
"masayaktanfiyatverme@acibadem.com","456"
"masayaktansorumlular@acibadem.com","1912"
"masbashekimlik@acibadem.com","326"
"masbiyomedikal@acibadem.com","1130"
"masbt@acibadem.com","2417"
